"","expenditure_category","subcategory","agency","fiscal_year","Categorical.Citywide.Exp","FY_CPI","Adjusted.Categorical.Citywide.Exp","human_services"
"1836","General Government","Brooklyn Community Board #18","Brooklyn Community Board #18",2013,203000,230.608,272509.242957746,FALSE
"1837","General Government","Staten Island Community Board #1","Staten Island Community Board #1",2013,237000,230.608,318151.185128009,FALSE
"1838","General Government","Staten Island Community Board #2","Staten Island Community Board #2",2013,189000,230.608,253715.502064109,FALSE
"1839","General Government","Staten Island Community Board #3","Staten Island Community Board #3",2013,269000,230.608,361108.30717061,FALSE
"1840","General Government","Department of Small Business Services","Department of Small Business Services",2013,143950000,230.608,193239928.68851,TRUE
"1841","General Government","Office of Administrative Trials and Hearings","Office of Administrative Trials and Hearings",2013,30560000,230.608,41024051.5506834,FALSE
"1842","General Government","Business Integrity Commission","Business Integrity Commission",2013,6992000,230.608,9386131.1663082,FALSE
"1843","General Government","Department of Finance","Department of Finance",2013,216498000,230.608,290629093.999341,FALSE
"1844","General Government","Department of Design and Construction","Department of Design and Construction",2013,36502000,230.608,49000652.1499688,FALSE
"1845","General Government","Department of Citywide Administrative Services","Department of Citywide Administrative Services",2013,434174000,230.608,582839547.053875,FALSE
"1846","General Government","Department of Information Technology and Telecommunications","Department of Information Technology and Telecommunications",2013,283414000,230.608,380457805.830674,FALSE
"1847","General Government","Department of Records and Information Services","Department of Records and Information Services",2013,5154000,230.608,6918781.46898633,FALSE
"1848","General Government","Department of Consumer & Worker Protection","Department of Consumer & Worker Protection",2013,25362000,230.608,34046204.0388885,FALSE
"1849","General Government","Miscellaneous--Technology Development Corporation","Miscellaneous--Technology Development Corporation",2013,1797000,230.608,2412310.88470478,FALSE
"1850","Public Safety and Judicial","Department of Emergency Management","Department of Emergency Management",2013,41305000,230.608,55448247.6865503,FALSE
"1851","Public Safety and Judicial","Civilian Complaint Review Board","Civilian Complaint Review Board",2013,10608000,230.608,14240285.957122,FALSE
"1852","Public Safety and Judicial","Police Department","Police Department",2013,4658350000,230.608,6253415920.84837,FALSE
"1853","Public Safety and Judicial","Fire Department","Fire Department",2013,1828717000,230.608,2454888104.69932,FALSE
"1854","Public Safety and Judicial","Department of Correction","Department of Correction",2013,1078061000,230.608,1447199935.824,FALSE
"1855","Public Safety and Judicial","Board of Correction","Board of Correction",2013,1031000,230.608,1384024.77581003,FALSE
"1856","Public Safety and Judicial","Department of Juvenile Justice","Department of Juvenile Justice",2013,NA,230.608,NA,FALSE
"1857","Public Safety and Judicial","Office of Criminal Justice","Office of Criminal Justice",2013,NA,230.608,NA,FALSE
"1858","Public Safety and Judicial","NYC Taxi and Limousine Commission","NYC Taxi and Limousine Commission",2013,36743000,230.608,49324172.9753521,FALSE
"1859","Public Safety and Judicial","Department of Probation","Department of Probation",2013,72527000,230.608,97360974.69949,FALSE
"1860","Public Safety and Judicial","District Attorney New York County","District Attorney New York County",2013,103440000,230.608,138858897.002706,FALSE
"1861","Public Safety and Judicial","District Attorney Bronx County","District Attorney Bronx County",2013,51919000,230.608,69696588.1040554,FALSE
"1862","Public Safety and Judicial","District Attorney Kings County","District Attorney Kings County",2013,87318000,230.608,117216561.953618,FALSE
"1863","Public Safety and Judicial","District Attorney Queens County","District Attorney Queens County",2013,50497000,230.608,67787680.9932873,FALSE
"1864","Public Safety and Judicial","District Attorney Richmond County","District Attorney Richmond County",2013,8940000,230.608,12001145.9706515,FALSE
"1865","Public Safety and Judicial","Office of Prosecutor -- Special Narcotics","Office of Prosecutor -- Special Narcotics",2013,18146000,230.608,24359373.0182821,FALSE
"1866","Public Safety and Judicial","Public Administrator - New York County","Public Administrator-New York County",2013,1335000,230.608,1792117.43521474,FALSE
"1867","Public Safety and Judicial","Public Administrator- Bronx County","Public Administrator-Bronx County",2013,538000,230.608,722216.61434122,FALSE
"1868","Public Safety and Judicial","Public Administrator-Kings County","Public Administrator-Kings County",2013,531000,230.608,712819.743894401,FALSE
"1869","Public Safety and Judicial","Public Administrator-Queens County","Public Administrator-Queens County",2013,449000,230.608,602742.118660237,FALSE
"1870","Public Safety and Judicial","Public Administrator-Richmond County","Public Administrator-Richmond County",2013,441000,230.608,592002.838149587,FALSE
"1871","Public Safety and Judicial","Miscellaneous-Contributions Legal Aid","Miscellaneous-Contributions Legal Aid",2013,249944000,230.608,335527340.994241,FALSE
"1872","Public Safety and Judicial","Miscellaneous-Criminal Justice Programs","Miscellaneous-Criminal Justice Programs",2013,49377000,230.608,66284181.7217963,FALSE
"1873","Public Safety and Judicial","Miscellaneous-Other","Miscellaneous-Other",2013,34381000,230.608,46153400.4045827,FALSE
"1874","Education","Department of Education","Department of Education",2013,19128734000,230.608,25678605029.9513,FALSE
"1875","City University","City University of New York-Community Colleges","City University of New York-Community Colleges",2013,785535000,230.608,1054510089.49169,FALSE
"1876","City University","Hunter Campus Schools","Hunter Campus Schools",2013,16356000,230.608,21956459.0040241,FALSE
"1877","City University","Educational Aid","Educational Aid",2013,NA,230.608,NA,FALSE
"1878","Social Services","Administration for Children's Services","Administration for Children's Services",2013,2719072000,230.608,3650109617.0818,TRUE
"1879","Social Services","Department of Social Services","Department of Social Services",2013,9478836000,230.608,12724484839.8061,TRUE
"1880","Social Services","Department of Homeless Services","Department of Homeless Services",2013,977189000,230.608,1311788347.86521,TRUE
"1881","Social Services","Department for the Aging","Department for the Aging",2013,258207000,230.608,346619675.351679,TRUE
"1882","Environmental Protection","Department of Environmental Protection","Department of Environmental Protection",2013,1643135000,230.608,2205760960.23338,FALSE
"1883","Environmental Protection","Department of Sanitation","Department of Sanitation",2013,1360158000,230.608,1825889787.6006,FALSE
"1884","Transportation Services","Department of Transportation","Department of Transportation",2013,638521000,230.608,857157016.367602,FALSE
"1885","Transportation Services","Miscellaneous-Payments to Transit Authority","Miscellaneous-Payments to Transit Authority",2013,842598000,230.608,1131112034.96409,FALSE
"1886","Transportation Services","Miscellaneous-Payments to Private Bus Companies","Miscellaneous-Payments to Private Bus Companies",2013,3245000,230.608,4356120.65713245,FALSE
"1887","Parks, Recreation, and Cultural Activities","Department of Cultural Affairs","Department of Cultural Affairs",2013,143426000,230.608,192536505.815063,FALSE
"1888","Parks, Recreation, and Cultural Activities","Department of Parks and Recreation","Department of Parks and Recreation",2013,337092000,230.608,452515693.237008,FALSE
"1889","Housing","Housing Preservation and Development","Housing Preservation and Development",2013,651885000,230.608,875096984.460643,TRUE
"1890","Housing","Department of Buildings","Department of Buildings",2013,102224000,230.608,137226526.365087,FALSE
"1891","Housing","Miscellaneous-Payments to Housing Authority","Miscellaneous-Payments to Housing Authority",2013,2040000,230.608,2738516.53021578,TRUE
"1892","Health","Department of Health and Mental Hygiene","Department of Health and Mental Hygiene",2013,1480287000,230.608,1987152166.15859,TRUE
"1893","Health","New York City Health and Hospitals Corporation","New York City Health and Hospitals Corporation",2013,375844000,230.608,504536768.030597,FALSE
"1894","Libraries","New York Research Libraries","New York Research Libraries",2013,22277000,230.608,29904868.9919691,FALSE
"1895","Libraries","New York Public Library","New York Public Library",2013,111231000,230.608,149317613.810015,FALSE
"1896","Libraries","Brooklyn Public Library","Brooklyn Public Library",2013,82739000,230.608,111069666.271335,FALSE
"1897","Libraries","Queens Borough Public Library","Queens Borough Public Library",2013,82379000,230.608,110586398.648356,FALSE
"1898","Pensions","Pension Contributions","Pension Contributions",2013,8054284000,230.608,10812151898.5551,FALSE
"1899","Judgments and Claims","Judgments and Claims","Judgments and Claims",2013,524483000,230.608,704071257.508412,FALSE
"1900","Benefit Payments","Benefit Payments","Benefit Payments",2013,3829655000,230.608,5140967413.00172,FALSE
"1901","Lease Payments","Lease Payments","Lease Payments",2013,151420000,230.608,203267731.86533,FALSE
"1902","Other","Miscellaneous","Miscellaneous",2013,159741000,230.608,214437926.00647,FALSE
"1903","Transfers","General Debt Service Fund","Debt Service",2013,5141650000,230.608,6902202704.69802,FALSE
"1904","Transfers","Nonmajor Debt Service Funds","Debt Service-Hudson Yards Infrastructure Corporation",2013,32648000,230.608,43827003.7639631,FALSE
"1905","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Building Aid Revenue Bonds",2013,344576000,230.608,462562290.154721,FALSE
"1906","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Future Tax Secured",2013,1006451000,230.608,1351069951.15304,FALSE
"1907","Transfers","Nonmajor Debt Service Funds","",2013,NA,230.608,NA,FALSE
"1908","Transfers","Nonmajor Debt Service Funds","",2013,NA,230.608,NA,FALSE
"1909","General Government","Mayoralty","Mayoralty",2012,81183000,226.596,110910439.290632,FALSE
"1910","General Government","Board of Elections","Board of Elections",2012,109839000,226.596,150059639.841392,FALSE
"1911","General Government","Campaign Finance Board","Campaign Finance Board",2012,9645000,226.596,13176788.0831965,FALSE
"1912","General Government","Office of the Actuary","Office of the Actuary",2012,5547000,226.596,7578190.09823651,FALSE
"1913","General Government","Borough President-Manhattan","Borough President-Manhattan",2012,4541000,226.596,6203814.89743861,FALSE
"1914","General Government","Borough President-Bronx","Borough President-Bronx",2012,4863000,226.596,6643724.2559445,FALSE
"1915","General Government","Borough President-Brooklyn","Borough President-Brooklyn",2012,5140000,226.596,7022155.59851012,FALSE
"1916","General Government","Borough President-Queens","Borough President-Queens",2012,4586000,226.596,6265292.91337888,FALSE
"1917","General Government","Borough President-Staten Island","Borough President-Staten Island",2012,3859000,226.596,5272081.41141062,FALSE
"1918","General Government","Office of the Comptroller","Office of the Comptroller",2012,59205000,226.596,80884576.305407,FALSE
"1919","General Government","Office of Administrative Tax Appeals","Office of Administrative Tax Appeals",2012,3850000,226.596,5259785.80822256,FALSE
"1920","General Government","Law Department","Law Department",2012,124941000,226.596,170691661.990944,FALSE
"1921","General Government","Department of City Planning","Department of City Planning",2012,22831000,226.596,31191212.9318258,FALSE
"1922","General Government","Department of Investigation","Department of Investigation",2012,15341000,226.596,20958538.7231019,FALSE
"1923","General Government","Department of Veterans Service","Department of Veterans Service",2012,NA,226.596,NA,FALSE
"1924","General Government","Public Advocate","Public Advocate",2012,2236000,226.596,3054774.3031651,FALSE
"1925","General Government","City Council","City Council",2012,51891000,226.596,70892349.4479161,FALSE
"1926","General Government","City Clerk","City Clerk",2012,4411000,226.596,6026211.74027785,FALSE
"1927","General Government","Financial Information Services Agency","Financial Information Services Agency",2012,74509000,226.596,101792566.437625,FALSE
"1928","General Government","Office of Payroll Administration","Office of Payroll Administration",2012,-17782000,226.596,-24293379.5433282,FALSE
"1929","General Government","Independent Budget Office","Independent Budget Office",2012,3693000,226.596,5045295.84149764,FALSE
"1930","General Government","Equal Employment Practices Commission","Equal Employment Practices Commission",2012,627000,226.596,856593.688767675,FALSE
"1931","General Government","Civil Service Commission","Civil Service Commission",2012,651000,226.596,889381.963935815,FALSE
"1932","General Government","Landmarks Preservation Commission","Landmarks Preservation Commission",2012,4273000,226.596,5837679.15806104,FALSE
"1933","General Government","Districting Commission","Districting Commission",2012,NA,226.596,NA,FALSE
"1934","General Government","Commission on Human Rights","Commission on Human Rights",2012,6033000,226.596,8242152.67039136,TRUE
"1935","General Government","Office of Racial Equity","Office of Racial Equity",2012,NA,226.596,NA,TRUE
"1936","General Government","Commission of Racial Equity","Commission of Racial Equity",2012,NA,226.596,NA,TRUE
"1937","General Government","Department of Youth and Community Development","Department of Youth and Community Development",2012,299967000,226.596,409808355.723402,TRUE
"1938","General Government","Conflicts of Interest Board","Conflicts of Interest Board",2012,1960000,226.596,2677709.13873149,FALSE
"1939","General Government","Office of Collective Bargaining","Office of Collective Bargaining",2012,2071000,226.596,2829354.91138414,FALSE
"1940","General Government","Manhattan Community Board #1","Manhattan Community Board #1",2012,220000,226.596,300559.189041289,FALSE
"1941","General Government","Manhattan Community Board #2","Manhattan Community Board #2",2012,273000,226.596,372966.6300376,FALSE
"1942","General Government","Manhattan Community Board #3","Manhattan Community Board #3",2012,334000,226.596,456303.496089957,FALSE
"1943","General Government","Manhattan Community Board #4","Manhattan Community Board #4",2012,275000,226.596,375698.986301612,FALSE
"1944","General Government","Manhattan Community Board #5","Manhattan Community Board #5",2012,243000,226.596,331981.286077424,FALSE
"1945","General Government","Manhattan Community Board #6","Manhattan Community Board #6",2012,291000,226.596,397557.836413705,FALSE
"1946","General Government","Manhattan Community Board #7","Manhattan Community Board #7",2012,212000,226.596,289629.763985242,FALSE
"1947","General Government","Manhattan Community Board #8","Manhattan Community Board #8",2012,285000,226.596,389360.76762167,FALSE
"1948","General Government","Manhattan Community Board #9","Manhattan Community Board #9",2012,235000,226.596,321051.861021377,FALSE
"1949","General Government","Manhattan Community Board #10","Manhattan Community Board #10",2012,250000,226.596,341544.533001465,FALSE
"1950","General Government","Manhattan Community Board #11","Manhattan Community Board #11",2012,264000,226.596,360671.026849547,FALSE
"1951","General Government","Manhattan Community Board #12","Manhattan Community Board #12",2012,206000,226.596,281432.695193207,FALSE
"1952","General Government","Bronx Community Board #1","Bronx Community Board #1",2012,255000,226.596,348375.423661494,FALSE
"1953","General Government","Bronx Community Board #2","Bronx Community Board #2",2012,244000,226.596,333347.46420943,FALSE
"1954","General Government","Bronx Community Board #3","Bronx Community Board #3",2012,250000,226.596,341544.533001465,FALSE
"1955","General Government","Bronx Community Board #4","Bronx Community Board #4",2012,207000,226.596,282798.873325213,FALSE
"1956","General Government","Bronx Community Board #5","Bronx Community Board #5",2012,207000,226.596,282798.873325213,FALSE
"1957","General Government","Bronx Community Board #6","Bronx Community Board #6",2012,203000,226.596,277334.16079719,FALSE
"1958","General Government","Bronx Community Board #7","Bronx Community Board #7",2012,258000,226.596,352473.958057512,FALSE
"1959","General Government","Bronx Community Board #8","Bronx Community Board #8",2012,254000,226.596,347009.245529489,FALSE
"1960","General Government","Bronx Community Board #9","Bronx Community Board #9",2012,225000,226.596,307390.079701319,FALSE
"1961","General Government","Bronx Community Board #10","Bronx Community Board #10",2012,269000,226.596,367501.917509576,FALSE
"1962","General Government","Bronx Community Board #11","Bronx Community Board #11",2012,245000,226.596,334713.642341436,FALSE
"1963","General Government","Bronx Community Board #12","Bronx Community Board #12",2012,207000,226.596,282798.873325213,FALSE
"1964","General Government","Queens Community Board #1","Queens Community Board #1",2012,174000,226.596,237714.99496902,FALSE
"1965","General Government","Queens Community Board #2","Queens Community Board #2",2012,266000,226.596,363403.383113559,FALSE
"1966","General Government","Queens Community Board #3","Queens Community Board #3",2012,259000,226.596,353840.136189518,FALSE
"1967","General Government","Queens Community Board #4","Queens Community Board #4",2012,244000,226.596,333347.46420943,FALSE
"1968","General Government","Queens Community Board #5","Queens Community Board #5",2012,238000,226.596,325150.395417395,FALSE
"1969","General Government","Queens Community Board #6","Queens Community Board #6",2012,243000,226.596,331981.286077424,FALSE
"1970","General Government","Queens Community Board #7","Queens Community Board #7",2012,275000,226.596,375698.986301612,FALSE
"1971","General Government","Queens Community Board #8","Queens Community Board #8",2012,272000,226.596,371600.451905594,FALSE
"1972","General Government","Queens Community Board #9","Queens Community Board #9",2012,206000,226.596,281432.695193207,FALSE
"1973","General Government","Queens Community Board #10","Queens Community Board #10",2012,242000,226.596,330615.107945418,FALSE
"1974","General Government","Queens Community Board #11","Queens Community Board #11",2012,255000,226.596,348375.423661494,FALSE
"1975","General Government","Queens Community Board #12","Queens Community Board #12",2012,220000,226.596,300559.189041289,FALSE
"1976","General Government","Queens Community Board #13","Queens Community Board #13",2012,247000,226.596,337445.998605448,FALSE
"1977","General Government","Queens Community Board #14","Queens Community Board #14",2012,227000,226.596,310122.43596533,FALSE
"1978","General Government","Brooklyn Community Board #1","Brooklyn Community Board #1",2012,273000,226.596,372966.6300376,FALSE
"1979","General Government","Brooklyn Community Board #2","Brooklyn Community Board #2",2012,240000,226.596,327882.751681407,FALSE
"1980","General Government","Brooklyn Community Board #3","Brooklyn Community Board #3",2012,215000,226.596,293728.29838126,FALSE
"1981","General Government","Brooklyn Community Board #4","Brooklyn Community Board #4",2012,256000,226.596,349741.6017935,FALSE
"1982","General Government","Brooklyn Community Board #5","Brooklyn Community Board #5",2012,204000,226.596,278700.338929196,FALSE
"1983","General Government","Brooklyn Community Board #6","Brooklyn Community Board #6",2012,201000,226.596,274601.804533178,FALSE
"1984","General Government","Brooklyn Community Board #7","Brooklyn Community Board #7",2012,206000,226.596,281432.695193207,FALSE
"1985","General Government","Brooklyn Community Board #8","Brooklyn Community Board #8",2012,247000,226.596,337445.998605448,FALSE
"1986","General Government","Brooklyn Community Board #9","Brooklyn Community Board #9",2012,181000,226.596,247278.241893061,FALSE
"1987","General Government","Brooklyn Community Board #10","Brooklyn Community Board #10",2012,271000,226.596,370234.273773588,FALSE
"1988","General Government","Brooklyn Community Board #11","Brooklyn Community Board #11",2012,231000,226.596,315587.148493354,FALSE
"1989","General Government","Brooklyn Community Board #12","Brooklyn Community Board #12",2012,265000,226.596,362037.204981553,FALSE
"1990","General Government","Brooklyn Community Board #13","Brooklyn Community Board #13",2012,244000,226.596,333347.46420943,FALSE
"1991","General Government","Brooklyn Community Board #14","Brooklyn Community Board #14",2012,275000,226.596,375698.986301612,FALSE
"1992","General Government","Brooklyn Community Board #15","Brooklyn Community Board #15",2012,171000,226.596,233616.460573002,FALSE
"1993","General Government","Brooklyn Community Board #16","Brooklyn Community Board #16",2012,247000,226.596,337445.998605448,FALSE
"1994","General Government","Brooklyn Community Board #17","Brooklyn Community Board #17",2012,282000,226.596,385262.233225653,FALSE
"1995","General Government","Brooklyn Community Board #18","Brooklyn Community Board #18",2012,205000,226.596,280066.517061201,FALSE
"1996","General Government","Staten Island Community Board #1","Staten Island Community Board #1",2012,240000,226.596,327882.751681407,FALSE
"1997","General Government","Staten Island Community Board #2","Staten Island Community Board #2",2012,207000,226.596,282798.873325213,FALSE
"1998","General Government","Staten Island Community Board #3","Staten Island Community Board #3",2012,258000,226.596,352473.958057512,FALSE
"1999","General Government","Department of Small Business Services","Department of Small Business Services",2012,132976000,226.596,181668903.281611,TRUE
"2000","General Government","Office of Administrative Trials and Hearings","Office of Administrative Trials and Hearings",2012,30433000,226.596,41576899.0913344,FALSE
"2001","General Government","Business Integrity Commission","Business Integrity Commission",2012,6764000,226.596,9240828.88488764,FALSE
"2002","General Government","Department of Finance","Department of Finance",2012,214069000,226.596,292456386.540363,FALSE
"2003","General Government","Department of Design and Construction","Department of Design and Construction",2012,20334000,226.596,27779866.1362072,FALSE
"2004","General Government","Department of Citywide Administrative Services","Department of Citywide Administrative Services",2012,356873000,226.596,487552088.503327,FALSE
"2005","General Government","Department of Information Technology and Telecommunications","Department of Information Technology and Telecommunications",2012,283237000,226.596,386952195.574944,FALSE
"2006","General Government","Department of Records and Information Services","Department of Records and Information Services",2012,4882000,226.596,6669681.64045261,FALSE
"2007","General Government","Department of Consumer & Worker Protection","Department of Consumer & Worker Protection",2012,24088000,226.596,32908498.8437572,FALSE
"2008","General Government","Miscellaneous--Technology Development Corporation","Miscellaneous--Technology Development Corporation",2012,NA,226.596,NA,FALSE
"2009","Public Safety and Judicial","Department of Emergency Management","Department of Emergency Management",2012,23298000,226.596,31829218.1194725,FALSE
"2010","Public Safety and Judicial","Civilian Complaint Review Board","Civilian Complaint Review Board",2012,8739000,226.596,11939030.6955992,FALSE
"2011","Public Safety and Judicial","Police Department","Police Department",2012,4631506000,226.596,6327462215.45394,FALSE
"2012","Public Safety and Judicial","Fire Department","Fire Department",2012,1753049000,226.596,2394977208.13474,FALSE
"2013","Public Safety and Judicial","Department of Correction","Department of Correction",2012,1073738000,226.596,1466917375.10371,FALSE
"2014","Public Safety and Judicial","Board of Correction","Board of Correction",2012,9e+05,226.596,1229560.31880527,FALSE
"2015","Public Safety and Judicial","Department of Juvenile Justice","Department of Juvenile Justice",2012,-216000,226.596,-295094.476513266,FALSE
"2016","Public Safety and Judicial","Office of Criminal Justice","Office of Criminal Justice",2012,NA,226.596,NA,FALSE
"2017","Public Safety and Judicial","NYC Taxi and Limousine Commission","NYC Taxi and Limousine Commission",2012,31702000,226.596,43310579.1408498,FALSE
"2018","Public Safety and Judicial","Department of Probation","Department of Probation",2012,73553000,226.596,100486500.143427,FALSE
"2019","Public Safety and Judicial","District Attorney New York County","District Attorney New York County",2012,104095000,226.596,142212312.65115,FALSE
"2020","Public Safety and Judicial","District Attorney Bronx County","District Attorney Bronx County",2012,49211000,226.596,67230992.0541404,FALSE
"2021","Public Safety and Judicial","District Attorney Kings County","District Attorney Kings County",2012,86317000,226.596,117924397.82035,FALSE
"2022","Public Safety and Judicial","District Attorney Queens County","District Attorney Queens County",2012,49320000,226.596,67379905.470529,FALSE
"2023","Public Safety and Judicial","District Attorney Richmond County","District Attorney Richmond County",2012,8690000,226.596,11872087.9671309,FALSE
"2024","Public Safety and Judicial","Office of Prosecutor -- Special Narcotics","Office of Prosecutor -- Special Narcotics",2012,17830000,226.596,24358956.0936645,FALSE
"2025","Public Safety and Judicial","Public Administrator - New York County","Public Administrator-New York County",2012,1184000,226.596,1617554.90829494,FALSE
"2026","Public Safety and Judicial","Public Administrator- Bronx County","Public Administrator-Bronx County",2012,481000,226.596,657131.681494819,FALSE
"2027","Public Safety and Judicial","Public Administrator-Kings County","Public Administrator-Kings County",2012,472000,226.596,644836.078306766,FALSE
"2028","Public Safety and Judicial","Public Administrator-Queens County","Public Administrator-Queens County",2012,421000,226.596,575160.993574467,FALSE
"2029","Public Safety and Judicial","Public Administrator-Richmond County","Public Administrator-Richmond County",2012,376000,226.596,513682.977634204,FALSE
"2030","Public Safety and Judicial","Miscellaneous-Contributions Legal Aid","Miscellaneous-Contributions Legal Aid",2012,242063000,226.596,330701177.167735,FALSE
"2031","Public Safety and Judicial","Miscellaneous-Criminal Justice Programs","Miscellaneous-Criminal Justice Programs",2012,46962000,226.596,64158457.4352592,FALSE
"2032","Public Safety and Judicial","Miscellaneous-Other","Miscellaneous-Other",2012,35912000,226.596,49062189.0765945,FALSE
"2033","Education","Department of Education","Department of Education",2012,19129084000,226.596,26133736246.1032,FALSE
"2034","City University","City University of New York-Community Colleges","City University of New York-Community Colleges",2012,734455000,226.596,1003396359.94236,FALSE
"2035","City University","Hunter Campus Schools","Hunter Campus Schools",2012,16021000,226.596,21887539.8528659,FALSE
"2036","City University","Educational Aid","Educational Aid",2012,NA,226.596,NA,FALSE
"2037","Social Services","Administration for Children's Services","Administration for Children's Services",2012,2797252000,226.596,3821544512.10966,TRUE
"2038","Social Services","Department of Social Services","Department of Social Services",2012,9373482000,226.596,12805846129.1506,TRUE
"2039","Social Services","Department of Homeless Services","Department of Homeless Services",2012,842409000,226.596,1150880754.00493,TRUE
"2040","Social Services","Department for the Aging","Department for the Aging",2012,245950000,226.596,336011511.566841,TRUE
"2041","Environmental Protection","Department of Environmental Protection","Department of Environmental Protection",2012,976718000,226.596,1334370772.7365,FALSE
"2042","Environmental Protection","Department of Sanitation","Department of Sanitation",2012,1269492000,226.596,1734352209.15638,FALSE
"2043","Transportation Services","Department of Transportation","Department of Transportation",2012,641588000,226.596,876523495.357376,FALSE
"2044","Transportation Services","Miscellaneous-Payments to Transit Authority","Miscellaneous-Payments to Transit Authority",2012,798442000,226.596,1090814000.07502,FALSE
"2045","Transportation Services","Miscellaneous-Payments to Private Bus Companies","Miscellaneous-Payments to Private Bus Companies",2012,3670000,226.596,5013873.74446151,FALSE
"2046","Parks, Recreation, and Cultural Activities","Department of Cultural Affairs","Department of Cultural Affairs",2012,145682000,226.596,199027562.626878,FALSE
"2047","Parks, Recreation, and Cultural Activities","Department of Parks and Recreation","Department of Parks and Recreation",2012,286259000,226.596,391080785.889866,FALSE
"2048","Housing","Housing Preservation and Development","Housing Preservation and Development",2012,714364000,226.596,975948475.092235,TRUE
"2049","Housing","Department of Buildings","Department of Buildings",2012,94578000,226.596,129210395.36885,FALSE
"2050","Housing","Miscellaneous-Payments to Housing Authority","Miscellaneous-Payments to Housing Authority",2012,2103000,226.596,2873072.61160833,TRUE
"2051","Health","Department of Health and Mental Hygiene","Department of Health and Mental Hygiene",2012,1528519000,226.596,2088229232.15547,TRUE
"2052","Health","New York City Health and Hospitals Corporation","New York City Health and Hospitals Corporation",2012,79515000,226.596,108631654.166446,FALSE
"2053","Libraries","New York Research Libraries","New York Research Libraries",2012,15339000,226.596,20955806.3668379,FALSE
"2054","Libraries","New York Public Library","New York Public Library",2012,73409000,226.596,100289770.492418,FALSE
"2055","Libraries","Brooklyn Public Library","Brooklyn Public Library",2012,55426000,226.596,75721789.1445568,FALSE
"2056","Libraries","Queens Borough Public Library","Queens Borough Public Library",2012,55190000,226.596,75399371.1054034,FALSE
"2057","Pensions","Pension Contributions","Pension Contributions",2012,7830440000,226.596,10697775891.984,FALSE
"2058","Judgments and Claims","Judgments and Claims","Judgments and Claims",2012,582868000,226.596,796301515.445992,FALSE
"2059","Benefit Payments","Benefit Payments","Benefit Payments",2012,3879655000,226.596,5300299820.7272,FALSE
"2060","Lease Payments","Lease Payments","Lease Payments",2012,137659000,226.596,188066715.473795,FALSE
"2061","Other","Miscellaneous","Miscellaneous",2012,122069000,226.596,166767998.395823,FALSE
"2062","Transfers","General Debt Service Fund","Debt Service",2012,2360504000,226.596,3224868945.31236,FALSE
"2063","Transfers","Nonmajor Debt Service Funds","Debt Service-Hudson Yards Infrastructure Corporation",2012,262622000,226.596,358788433.383643,FALSE
"2064","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Building Aid Revenue Bonds",2012,1087584000,226.596,1485833477.51946,FALSE
"2065","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Future Tax Secured",2012,616864000,226.596,842746107.221663,FALSE
"2066","Transfers","Nonmajor Debt Service Funds","",2012,NA,226.596,NA,FALSE
"2067","Transfers","Nonmajor Debt Service Funds","",2012,NA,226.596,NA,FALSE
"2068","General Government","Mayoralty","Mayoralty",2011,81860000,221.237,114544317.31582,FALSE
"2069","General Government","Board of Elections","Board of Elections",2011,102823000,221.237,143877233.561746,FALSE
"2070","General Government","Campaign Finance Board","Campaign Finance Board",2011,11279000,221.237,15782376.6797597,FALSE
"2071","General Government","Office of the Actuary","Office of the Actuary",2011,4981000,221.237,6969768.44063154,FALSE
"2072","General Government","Borough President-Manhattan","Borough President-Manhattan",2011,4353000,221.237,6091026.30437043,FALSE
"2073","General Government","Borough President-Bronx","Borough President-Bronx",2011,4861000,221.237,6801855.93051795,FALSE
"2074","General Government","Borough President-Brooklyn","Borough President-Brooklyn",2011,5374000,221.237,7519681.91125354,FALSE
"2075","General Government","Borough President-Queens","Borough President-Queens",2011,4699000,221.237,6575174.04186461,FALSE
"2076","General Government","Borough President-Staten Island","Borough President-Staten Island",2011,3770000,221.237,5275251.35940191,FALSE
"2077","General Government","Office of the Comptroller","Office of the Comptroller",2011,54371000,221.237,76079759.0615494,FALSE
"2078","General Government","Office of Administrative Tax Appeals","Office of Administrative Tax Appeals",2011,3712000,221.237,5194093.64618034,FALSE
"2079","General Government","Law Department","Law Department",2011,121789000,221.237,170415805.785199,FALSE
"2080","General Government","Department of City Planning","Department of City Planning",2011,23589000,221.237,33007401.6755787,FALSE
"2081","General Government","Department of Investigation","Department of Investigation",2011,16296000,221.237,22802518.8734253,FALSE
"2082","General Government","Department of Veterans Service","Department of Veterans Service",2011,NA,221.237,NA,FALSE
"2083","General Government","Public Advocate","Public Advocate",2011,2212000,221.237,3095187.26976048,FALSE
"2084","General Government","City Council","City Council",2011,51038000,221.237,71415989.0931445,FALSE
"2085","General Government","City Clerk","City Clerk",2011,4445000,221.237,6219759.22879084,FALSE
"2086","General Government","Financial Information Services Agency","Financial Information Services Agency",2011,46845000,221.237,65548846.1355921,FALSE
"2087","General Government","Office of Payroll Administration","Office of Payroll Administration",2011,56997000,221.237,79754244.4912017,FALSE
"2088","General Government","Independent Budget Office","Independent Budget Office",2011,3397000,221.237,4753323.30713217,FALSE
